word_id,arabic_word,subtoken_word,root,morphology,pos,lemma,verse_id,sura,ayah,word_position
8871,وشاورهم,شَاوِرْ,شور,IMPV|VF:3|2MS,V,شاوِرْ,452,3,159,19
8876,فتوكل,تَوَكَّلْ,وكل,IMPV|VF:5|2MS,V,تَوَكَّلْ,452,3,159,24
8899,فليتوكل,لْ,,IMPV|PREF,P,ل,453,3,160,17
8977,قل,قُلْ,قول,IMPV|VF:1|2MS,V,قالَ,458,3,165,10
9002,تعالوا,تَعَالَ,علو,IMPV|VF:4|2MP,V,تَعالَ,460,3,167,6
9003,قتلوا,قَٰتِلُ,قتل,IMPV|VF:3|2MP,V,قاتَلَ,460,3,167,7
9008,ادفعوا,ٱدْفَعُ,دفع,IMPV|VF:1|2MP,V,دَفَعْ,460,3,167,12
9038,قل,قُلْ,قول,IMPV|VF:1|2MS,V,قالَ,461,3,168,9
9039,فادروا,ٱدْرَءُ,درأ,IMPV|VF:1|2MP,V,يَدْرَؤُا۟,461,3,168,10
9113,فاخشوهم,ٱخْشَ,خشي,IMPV|VF:1|2MP,V,خَشِيَ,466,3,173,10
9143,وخافون,خَافُ,خوف,IMPV|VF:1|2MP,V,خافَ,468,3,175,8
9225,فـامنوا,ـَٔامِنُ,أمن,IMPV|VF:4|2MP,V,آمَنَ,472,3,179,28
9283,ذوقوا,ذُوقُ,ذوق,IMPV|VF:1|2MP,V,ذاقُ,474,3,181,20
9309,قل,قُلْ,قول,IMPV|VF:1|2MS,V,قالَ,476,3,183,15
9461,فقنا,قِ,وقي,IMPV|VF:1|2MS,V,وَقَى,484,3,191,19
9482,امنوا,ءَامِنُ,أمن,IMPV|VF:4|2MP,V,آمَنَ,486,3,193,8
9486,فاغفر,ٱغْفِرْ,غفر,IMPV|VF:1|2MS,V,غَفَرَ,486,3,193,12
9489,وكفر,كَفِّرْ,كفر,IMPV|VF:2|2MS,V,كَفَّرَ,486,3,193,15
9492,وتوفنا,تَوَفَّ,وفي,IMPV|VF:5|2MS,V,تَوَفَّى,486,3,193,18
9496,واتنا,ءَاتِ,أتي,IMPV|VF:4|2MS,V,آتَى,487,3,194,2
9620,اصبروا,ٱصْبِرُ,صبر,IMPV|VF:1|2MP,V,صَبَرَ,493,3,200,4
9621,وصابروا,صَابِرُ,صبر,IMPV|VF:3|2MP,V,صابِرُ,493,3,200,5
9622,ورابطوا,رَابِطُ,ربط,IMPV|VF:3|2MP,V,رابِطُ,493,3,200,6
9623,واتقوا,ٱتَّقُ,وقي,IMPV|VF:8|2MP,V,اتَّقَى,493,3,200,7
9629,اتقوا,ٱتَّقُ,وقي,IMPV|VF:8|2MP,V,اتَّقَى,494,4,1,3
9644,واتقوا,ٱتَّقُ,وقي,IMPV|VF:8|2MP,V,اتَّقَى,494,4,1,18
9655,واتوا,ءَاتُ,أتي,IMPV|VF:4|2MP,V,آتَى,495,4,2,1
9677,فانكحوا,ٱنكِحُ,نكح,IMPV|VF:1|2MP,V,نَكَحَ,496,4,3,7
9699,واتوا,ءَاتُ,أتي,IMPV|VF:4|2MP,V,آتَى,497,4,4,1
9710,فكلوه,كُلُ,أكل,IMPV|VF:1|2MP,V,أَكَلَ,497,4,4,12
9722,وارزقوهم,ٱرْزُقُ,رزق,IMPV|VF:1|2MP,V,رَزَقَ,498,4,5,10
9724,واكسوهم,ٱكْسُ,كسو,IMPV|VF:1|2MP,V,كَسَوْ,498,4,5,12
9725,وقولوا,قُولُ,قول,IMPV|VF:1|2MP,V,قالَ,498,4,5,13
9729,وابتلوا,ٱبْتَلُ,بلو,IMPV|VF:8|2MP,V,ابْتَلَى,499,4,6,1
9739,فادفعوا,ٱدْفَعُ,دفع,IMPV|VF:1|2MP,V,دَفَعْ,499,4,6,11
9751,فليستعفف,لْ,,IMPV|PREF,P,ل,499,4,6,23
9755,فلياكل,لْ,,IMPV|PREF,P,ل,499,4,6,27
9761,فاشهدوا,أَشْهِدُ,شهد,IMPV|VF:4|2MP,V,أَشْهَدَ,499,4,6,33
9792,فارزقوهم,ٱرْزُقُ,رزق,IMPV|VF:1|2MP,V,رَزَقَ,501,4,8,8
9794,وقولوا,قُولُ,قول,IMPV|VF:1|2MP,V,قالَ,501,4,8,10
9798,وليخش,لْ,,IMPV|PREF,P,ل,502,4,9,1
9808,فليتقوا,لْ,,IMPV|PREF,P,ل,502,4,9,11
9810,وليقولوا,لْ,,IMPV|PREF,P,ل,502,4,9,13
10021,فاستشهدوا,ٱسْتَشْهِدُ,شهد,IMPV|VF:10|2MP,V,اسْتَشْهِدُ,508,4,15,6
10027,فامسكوهن,أَمْسِكُ,مسك,IMPV|VF:4|2MP,V,أَمْسَكَ,508,4,15,12
10041,فـاذوهما,ـَٔاذُ,أذي,IMPV|VF:4|2MP,V,أُوذِيَ,509,4,16,4
10045,فاعرضوا,أَعْرِضُ,عرض,IMPV|VF:4|2MP,V,أَعْرَضَ,509,4,16,8
10117,وعاشروهن,عَاشِرُ,عشر,IMPV|VF:3|2MP,V,عاشِرُ,512,4,19,22
10254,فـاتوهن,ـَٔاتُ,أتي,IMPV|VF:4|2MP,V,آتَى,517,4,24,26
10293,فانكحوهن,ٱنكِحُ,نكح,IMPV|VF:1|2MP,V,نَكَحَ,518,4,25,23
10296,واتوهن,ءَاتُ,أتي,IMPV|VF:4|2MP,V,آتَى,518,4,25,26
10429,وسـلوا,سْـَٔلُ,سأل,IMPV|VF:1|2MP,V,سَأَلَ,525,4,32,18
10449,فـاتوهم,ـَٔاتُ,أتي,IMPV|VF:4|2MP,V,آتَى,526,4,33,11
10482,فعظوهن,عِظُ,وعظ,IMPV|VF:1|2MP,V,وَعَظْ,527,4,34,25
10483,واهجروهن,ٱهْجُرُ,هجر,IMPV|VF:1|2MP,V,اهْجُرْ,527,4,34,26
10486,واضربوهن,ٱضْرِبُ,ضرب,IMPV|VF:1|2MP,V,ضَرَبَ,527,4,34,29
10502,فابعثوا,ٱبْعَثُ,بعث,IMPV|VF:1|2MP,V,بَعَثَ,528,4,35,5
10520,واعبدوا,ٱعْبُدُ,عبد,IMPV|VF:1|2MP,V,عَبَدَ,529,4,36,1
10678,فتيمموا,تَيَمَّمُ,يمم,IMPV|VF:5|2MP,V,تَيَمَّمُ,536,4,43,38
10681,فامسحوا,ٱمْسَحُ,مسح,IMPV|VF:1|2MP,V,امْسَحُ,536,4,43,41
10722,واسمع,ٱسْمَعْ,سمع,IMPV|VF:1|2MS,V,سَمِعَ,539,4,46,11
10725,ورعنا,رَٰعِ,رعي,IMPV|VF:3|2MS,V,راعِ,539,4,46,14
10736,واسمع,ٱسْمَعْ,سمع,IMPV|VF:1|2MS,V,سَمِعَ,539,4,46,25
10737,وانظرنا,ٱنظُرْ,نظر,IMPV|VF:1|2MS,V,نَظَرَ,539,4,46,26
10754,امنوا,ءَامِنُ,أمن,IMPV|VF:4|2MP,V,آمَنَ,540,4,47,5
10812,انظر,ٱنظُرْ,نظر,IMPV|VF:1|2MS,V,نَظَرَ,543,4,50,1
10960,اطيعوا,أَطِيعُ,طوع,IMPV|VF:4|2MP,V,أَطاعَ,552,4,59,4
10962,واطيعوا,أَطِيعُ,طوع,IMPV|VF:4|2MP,V,أَطاعَ,552,4,59,6
10971,فردوه,رُدُّ,ردد,IMPV|VF:1|2MP,V,رَدَّ,552,4,59,15
11018,تعالوا,تَعَالَ,علو,IMPV|VF:4|2MP,V,تَعالَ,554,4,61,4
11053,فاعرض,أَعْرِضْ,عرض,IMPV|VF:4|2MS,V,أَعْرَضَ,556,4,63,8
11055,وعظهم,عِظْ,وعظ,IMPV|VF:1|2MS,V,وَعَظْ,556,4,63,10
11056,وقل,قُل,قول,IMPV|VF:1|2MS,V,قالَ,556,4,63,11
11109,اقتلوا,ٱقْتُلُ,قتل,IMPV|VF:1|2MP,V,قَتَلَ,559,4,66,6
11112,اخرجوا,ٱخْرُجُ,خرج,IMPV|VF:1|2MP,V,خَرَجَ,559,4,66,9
11168,خذوا,خُذُ,أخذ,IMPV|VF:1|2MP,V,أَخَذَ,564,4,71,4
11170,فانفروا,ٱنفِرُ,نفر,IMPV|VF:1|2MP,V,نَفَرَ,564,4,71,6
11173,انفروا,ٱنفِرُ,نفر,IMPV|VF:1|2MP,V,نَفَرَ,564,4,71,9
11210,فليقتل,لْ,,IMPV|PREF,P,ل,567,4,74,1
11246,اخرجنا,أَخْرِجْ,خرج,IMPV|VF:4|2MS,V,أَخْرَجَ,568,4,75,16
11252,واجعل,ٱجْعَل,جعل,IMPV|VF:1|2MS,V,جَعَلَ,568,4,75,22
11257,واجعل,ٱجْعَل,جعل,IMPV|VF:1|2MS,V,جَعَلَ,568,4,75,27
11274,فقتلوا,قَٰتِلُ,قتل,IMPV|VF:3|2MP,V,قاتَلَ,569,4,76,13
11288,كفوا,كُفُّ,كفف,IMPV|VF:1|2MP,V,كَفَّ,570,4,77,7
11290,واقيموا,أَقِيمُ,قوم,IMPV|VF:4|2MP,V,أَقامَ,570,4,77,9
11292,واتوا,ءَاتُ,أتي,IMPV|VF:4|2MP,V,آتَى,570,4,77,11
11319,قل,قُلْ,قول,IMPV|VF:1|2MS,V,قالَ,570,4,77,38
11354,قل,قُلْ,قول,IMPV|VF:1|2MS,V,قالَ,571,4,78,25
11412,فاعرض,أَعْرِضْ,عرض,IMPV|VF:4|2MS,V,أَعْرَضَ,574,4,81,17
11414,وتوكل,تَوَكَّلْ,وكل,IMPV|VF:5|2MS,V,تَوَكَّلْ,574,4,81,19
11463,فقتل,قَٰتِلْ,قتل,IMPV|VF:3|2MS,V,قاتَلَ,577,4,84,1
11471,وحرض,حَرِّضِ,حرض,IMPV|VF:2|2MS,V,حَرِّضِ,577,4,84,9
11510,فحيوا,حَيُّ,حيي,IMPV|VF:2|2MP,V,حَيَّ,579,4,86,4
11514,ردوها,رُدُّ,ردد,IMPV|VF:1|2MP,V,رَدَّ,579,4,86,8
11579,فخذوهم,خُذُ,أخذ,IMPV|VF:1|2MP,V,أَخَذَ,582,4,89,19
11580,واقتلوهم,ٱقْتُلُ,قتل,IMPV|VF:1|2MP,V,قَتَلَ,582,4,89,20
11647,فخذوهم,خُذُ,أخذ,IMPV|VF:1|2MP,V,أَخَذَ,584,4,91,23
11648,واقتلوهم,ٱقْتُلُ,قتل,IMPV|VF:1|2MP,V,قَتَلَ,584,4,91,24
11741,فتبينوا,تَبَيَّنُ,بين,IMPV|VF:5|2MP,V,تَبَيَّنَ,587,4,94,9
11765,فتبينوا,تَبَيَّنُ,بين,IMPV|VF:5|2MP,V,تَبَيَّنَ,587,4,94,33
11922,فلتقم,لْ,,IMPV|PREF,P,ل,595,4,102,7
11926,ولياخذوا,لْ,,IMPV|PREF,P,ل,595,4,102,11
11930,فليكونوا,لْ,,IMPV|PREF,P,ل,595,4,102,15
11933,ولتات,لْ,,IMPV|PREF,P,ل,595,4,102,18
11938,فليصلوا,لْ,,IMPV|PREF,P,ل,595,4,102,23
11940,ولياخذوا,لْ,,IMPV|PREF,P,ل,595,4,102,25
11970,وخذوا,خُذُ,أخذ,IMPV|VF:1|2MP,V,أَخَذَ,595,4,102,55
11981,فاذكروا,ٱذْكُرُ,ذكر,IMPV|VF:1|2MP,V,ذَكَرَ,596,4,103,4
11989,فاقيموا,أَقِيمُ,قوم,IMPV|VF:4|2MP,V,أَقامَ,596,4,103,12
12035,واستغفر,ٱسْتَغْفِرِ,غفر,IMPV|VF:10|2MS,V,اسْتَغْفَرَ,599,4,106,1
12375,قل,قُلِ,قول,IMPV|VF:1|2MS,V,قالَ,620,4,127,4
12490,اتقوا,ٱتَّقُ,وقي,IMPV|VF:8|2MP,V,اتَّقَى,624,4,131,17
12545,كونوا,كُونُ,كون,IMPV|VF:1|FAM:كَان|2MP,V,كانَ,628,4,135,4
12582,امنوا,ءَامِنُ,أمن,IMPV|VF:4|2MP,V,آمَنَ,629,4,136,4
12627,بشر,بَشِّرِ,بشر,IMPV|VF:2|2MS,V,بُشِّرَ,631,4,138,1
12899,ارنا,أَرِ,رأي,IMPV|VF:4|2MS,V,أَرَيْ,646,4,153,17
12926,ادخلوا,ٱدْخُلُ,دخل,IMPV|VF:1|2MP,V,دَخَلَ,647,4,154,7
13186,فـامنوا,ـَٔامِنُ,أمن,IMPV|VF:4|2MP,V,آمَنَ,663,4,170,9
13226,فـامنوا,ـَٔامِنُ,أمن,IMPV|VF:4|2MP,V,آمَنَ,664,4,171,26
13232,انتهوا,ٱنتَهُ,نهي,IMPV|VF:8|2MP,V,انتَهَى,664,4,171,32
13325,قل,قُلِ,قول,IMPV|VF:1|2MS,V,قالَ,669,4,176,2
13377,اوفوا,أَوْفُ,وفي,IMPV|VF:4|2MP,V,أَوْفَى,670,5,1,4
13422,فاصطادوا,ٱصْطَادُ,صيد,IMPV|VF:8|2MP,V,اصْطادُ,671,5,2,26
13434,وتعاونوا,تَعَاوَنُ,عون,IMPV|VF:6|2MP,V,تَعاوَنُ,671,5,2,38
13443,واتقوا,ٱتَّقُ,وقي,IMPV|VF:8|2MP,V,اتَّقَى,671,5,2,47
13487,واخشون,ٱخْشَ,خشي,IMPV|VF:1|2MP,V,خَشِيَ,672,5,3,39
13514,قل,قُلْ,قول,IMPV|VF:1|2MS,V,قالَ,673,5,4,5
13527,فكلوا,كُلُ,أكل,IMPV|VF:1|2MP,V,أَكَلَ,673,5,4,18
13531,واذكروا,ٱذْكُرُ,ذكر,IMPV|VF:1|2MP,V,ذَكَرَ,673,5,4,22
13535,واتقوا,ٱتَّقُ,وقي,IMPV|VF:8|2MP,V,اتَّقَى,673,5,4,26
13591,فاغسلوا,ٱغْسِلُ,غسل,IMPV|VF:1|2MP,V,اغْسِلُ,675,5,6,8
13596,وامسحوا,ٱمْسَحُ,مسح,IMPV|VF:1|2MP,V,امْسَحُ,675,5,6,13
13604,فاطهروا,ٱطَّهَّرُ,طهر,IMPV|VF:5|2MP,V,تَطَهَّرْ,675,5,6,21
13623,فتيمموا,تَيَمَّمُ,يمم,IMPV|VF:5|2MP,V,تَيَمَّمُ,675,5,6,40
13626,فامسحوا,ٱمْسَحُ,مسح,IMPV|VF:1|2MP,V,امْسَحُ,675,5,6,43
13645,واذكروا,ٱذْكُرُ,ذكر,IMPV|VF:1|2MP,V,ذَكَرَ,676,5,7,1
13657,واتقوا,ٱتَّقُ,وقي,IMPV|VF:8|2MP,V,اتَّقَى,676,5,7,13
13667,كونوا,كُونُ,كون,IMPV|VF:1|FAM:كَان|2MP,V,كانَ,677,5,8,4
13679,اعدلوا,ٱعْدِلُ,عدل,IMPV|VF:1|2MP,V,عَدَلَ,677,5,8,16
13683,واتقوا,ٱتَّقُ,وقي,IMPV|VF:8|2MP,V,اتَّقَى,677,5,8,20
13710,اذكروا,ٱذْكُرُ,ذكر,IMPV|VF:1|2MP,V,ذَكَرَ,680,5,11,4
13724,واتقوا,ٱتَّقُ,وقي,IMPV|VF:8|2MP,V,اتَّقَى,680,5,11,18
13728,فليتوكل,لْ,,IMPV|PREF,P,ل,680,5,11,22
13800,فاعف,ٱعْفُ,عفو,IMPV|VF:1|2MS,V,عَفا,682,5,13,26
13802,واصفح,ٱصْفَحْ,صفح,IMPV|VF:1|2MS,V,يَصْفَحُ,682,5,13,28
13883,قل,قُلْ,قول,IMPV|VF:1|2MS,V,قالَ,686,5,17,11
13922,قل,قُلْ,قول,IMPV|VF:1|2MS,V,قالَ,687,5,18,8
13978,اذكروا,ٱذْكُرُ,ذكر,IMPV|VF:1|2MP,V,ذَكَرَ,689,5,20,6
13996,ادخلوا,ٱدْخُلُ,دخل,IMPV|VF:1|2MP,V,دَخَلَ,690,5,21,2
14034,ادخلوا,ٱدْخُلُ,دخل,IMPV|VF:1|2MP,V,دَخَلَ,692,5,23,9
14043,فتوكلوا,تَوَكَّلُ,وكل,IMPV|VF:5|2MP,V,تَوَكَّلْ,692,5,23,18
14056,فاذهب,ٱذْهَبْ,ذهب,IMPV|VF:1|2MS,V,ذَهَبَ,693,5,24,10
14059,فقتلا,قَٰتِلَ,قتل,IMPV|VF:3|2MD,V,قاتَلَ,693,5,24,13
14071,فافرق,ٱفْرُقْ,فرق,IMPV|VF:1|2MS,V,فَرَقْ,694,5,25,9
14090,واتل,ٱتْلُ,تلو,IMPV|VF:1|2MS,V,تَلَى,696,5,27,1
14259,فاعلموا,ٱعْلَمُ,علم,IMPV|VF:1|2MP,V,عَلِمَ,703,5,34,9
14267,اتقوا,ٱتَّقُ,وقي,IMPV|VF:8|2MP,V,اتَّقَى,704,5,35,4
14269,وابتغوا,ٱبْتَغُ,بغي,IMPV|VF:8|2MP,V,ابْتَغَى,704,5,35,6
14272,وجهدوا,جَٰهِدُ,جهد,IMPV|VF:3|2MP,V,جاهَدَ,704,5,35,9
14315,فاقطعوا,ٱقْطَعُ,قطع,IMPV|VF:1|2MP,V,قُطِعَ,707,5,38,3
14394,فخذوه,خُذُ,أخذ,IMPV|VF:1|2MP,V,أَخَذَ,710,5,41,36
14398,فاحذروا,ٱحْذَرُ,حذر,IMPV|VF:1|2MP,V,يَحْذَرُ,710,5,41,40
14432,فاحكم,ٱحْكُم,حكم,IMPV|VF:1|2MS,V,حَكَمَ,711,5,42,7
14435,اعرض,أَعْرِضْ,عرض,IMPV|VF:4|2MS,V,أَعْرَضَ,711,5,42,10
14445,فاحكم,ٱحْكُم,حكم,IMPV|VF:1|2MS,V,حَكَمَ,711,5,42,20
14493,واخشون,ٱخْشَ,خشي,IMPV|VF:1|2MP,V,خَشِيَ,713,5,44,27
14565,وليحكم,لْ,,IMPV|PREF,P,ل,716,5,47,1
14593,فاحكم,ٱحْكُم,حكم,IMPV|VF:1|2MS,V,حَكَمَ,717,5,48,13
14621,فاستبقوا,ٱسْتَبِقُ,سبق,IMPV|VF:8|2MP,V,اسْتَبَقَ,717,5,48,41
14633,احكم,ٱحْكُم,حكم,IMPV|VF:1|2MS,V,حَكَمَ,718,5,49,2
14641,واحذرهم,ٱحْذَرْ,حذر,IMPV|VF:1|2MS,V,يَحْذَرُ,718,5,49,10
14652,فاعلم,ٱعْلَمْ,علم,IMPV|VF:1|2MS,V,عَلِمَ,718,5,49,21
14819,واتقوا,ٱتَّقُ,وقي,IMPV|VF:8|2MP,V,اتَّقَى,726,5,57,19
14836,قل,قُلْ,قول,IMPV|VF:1|2MS,V,قالَ,728,5,59,1
14856,قل,قُلْ,قول,IMPV|VF:1|2MS,V,قالَ,729,5,60,1
15010,بلغ,بَلِّغْ,بلغ,IMPV|VF:2|2MS,V,بَلَّغْ,736,5,67,3
15032,قل,قُلْ,قول,IMPV|VF:1|2MS,V,قالَ,737,5,68,1
15134,اعبدوا,ٱعْبُدُ,عبد,IMPV|VF:1|2MP,V,عَبَدَ,741,5,72,15
15202,انظر,ٱنظُرْ,نظر,IMPV|VF:1|2MS,V,نَظَرَ,744,5,75,17
15208,انظر,ٱنظُرْ,نظر,IMPV|VF:1|2MS,V,نَظَرَ,744,5,75,23
15211,قل,قُلْ,قول,IMPV|VF:1|2MS,V,قالَ,745,5,76,1
15227,قل,قُلْ,قول,IMPV|VF:1|2MS,V,قالَ,746,5,77,1
15355,فاكتبنا,ٱكْتُبْ,كتب,IMPV|VF:1|2MS,V,كَتَبَ,752,5,83,19
15412,وكلوا,كُلُ,أكل,IMPV|VF:1|2MP,V,أَكَلَ,757,5,88,1
15418,واتقوا,ٱتَّقُ,وقي,IMPV|VF:8|2MP,V,اتَّقَى,757,5,88,7
15460,واحفظوا,ٱحْفَظُ,حفظ,IMPV|VF:1|2MP,V,حَفِظَ,758,5,89,37
15481,فاجتنبوه,ٱجْتَنِبُ,جنب,IMPV|VF:8|2MP,V,اجْتَنَبُ,759,5,90,13
15504,واطيعوا,أَطِيعُ,طوع,IMPV|VF:4|2MP,V,أَطاعَ,761,5,92,1
15506,واطيعوا,أَطِيعُ,طوع,IMPV|VF:4|2MP,V,أَطاعَ,761,5,92,3
15508,واحذروا,ٱحْذَرُ,حذر,IMPV|VF:1|2MP,V,يَحْذَرُ,761,5,92,5
15511,فاعلموا,ٱعْلَمُ,علم,IMPV|VF:1|2MP,V,عَلِمَ,761,5,92,8
15629,واتقوا,ٱتَّقُ,وقي,IMPV|VF:8|2MP,V,اتَّقَى,765,5,96,16
15661,اعلموا,ٱعْلَمُ,علم,IMPV|VF:1|2MP,V,عَلِمَ,767,5,98,1
15681,قل,قُل,قول,IMPV|VF:1|2MS,V,قالَ,769,5,100,1
15690,فاتقوا,ٱتَّقُ,وقي,IMPV|VF:8|2MP,V,اتَّقَى,769,5,100,10
15754,تعالوا,تَعَالَ,علو,IMPV|VF:4|2MP,V,تَعالَ,773,5,104,4
15778,عليكم,عَلَيْ,,NV|IMPV,N,عَلَى,774,5,105,4
15885,واتقوا,ٱتَّقُ,وقي,IMPV|VF:8|2MP,V,اتَّقَى,777,5,108,15
15887,واسمعوا,ٱسْمَعُ,سمع,IMPV|VF:1|2MP,V,سَمِعَ,777,5,108,17
15914,اذكر,ٱذْكُرْ,ذكر,IMPV|VF:1|2MS,V,ذَكَرَ,779,5,110,7
15976,امنوا,ءَامِنُ,أمن,IMPV|VF:4|2MP,V,آمَنَ,780,5,111,6
15981,واشهد,ٱشْهَدْ,شهد,IMPV|VF:1|2MS,V,شَهِدَ,780,5,111,11
16000,اتقوا,ٱتَّقُ,وقي,IMPV|VF:8|2MP,V,اتَّقَى,781,5,112,17
16026,انزل,أَنزِلْ,نزل,IMPV|VF:4|2MS,V,أَنزَلَ,783,5,114,7
16038,وارزقنا,ٱرْزُقْ,رزق,IMPV|VF:1|2MS,V,رَزَقَ,783,5,114,19
16068,اتخذونى,ٱتَّخِذُ,أخذ,IMPV|VF:8|2MP,V,اتَّخَذَ,785,5,116,10
16111,اعبدوا,ٱعْبُدُ,عبد,IMPV|VF:1|2MP,V,عَبَدَ,786,5,117,9
16323,قل,قُلْ,قول,IMPV|VF:1|2MS,V,قالَ,800,6,11,1
16324,سيروا,سِيرُ,سير,IMPV|VF:1|2MP,V,سارَ,800,6,11,2
16328,انظروا,ٱنظُرُ,نظر,IMPV|VF:1|2MP,V,نَظَرَ,800,6,11,6
16333,قل,قُل,قول,IMPV|VF:1|2MS,V,قالَ,801,6,12,1
16339,قل,قُل,قول,IMPV|VF:1|2MS,V,قالَ,801,6,12,7
16367,قل,قُلْ,قول,IMPV|VF:1|2MS,V,قالَ,803,6,14,1
16379,قل,قُلْ,قول,IMPV|VF:1|2MS,V,قالَ,803,6,14,13
16391,قل,قُلْ,قول,IMPV|VF:1|2MS,V,قالَ,804,6,15,1
16433,قل,قُلْ,قول,IMPV|VF:1|2MS,V,قالَ,808,6,19,1
16438,قل,قُلِ,قول,IMPV|VF:1|2MS,V,قالَ,808,6,19,6
16458,قل,قُل,قول,IMPV|VF:1|2MS,V,قالَ,808,6,19,26
16461,قل,قُلْ,قول,IMPV|VF:1|2MS,V,قالَ,808,6,19,29
16521,انظر,ٱنظُرْ,نظر,IMPV|VF:1|2MS,V,نَظَرَ,813,6,24,1
16629,فذوقوا,ذُوقُ,ذوق,IMPV|VF:1|2MP,V,ذاقُ,819,6,30,15
16754,قل,قُلْ,قول,IMPV|VF:1|2MS,V,قالَ,826,6,37,8
16805,قل,قُلْ,قول,IMPV|VF:1|2MS,V,قالَ,829,6,40,1
16886,قل,قُلْ,قول,IMPV|VF:1|2MS,V,قالَ,835,6,46,1
16902,انظر,ٱنظُرْ,نظر,IMPV|VF:1|2MS,V,نَظَرَ,835,6,46,17
16909,قل,قُلْ,قول,IMPV|VF:1|2MS,V,قالَ,836,6,47,1
16946,قل,قُل,قول,IMPV|VF:1|2MS,V,قالَ,839,6,50,1
16967,قل,قُلْ,قول,IMPV|VF:1|2MS,V,قالَ,839,6,50,22
16974,وانذر,أَنذِرْ,نذر,IMPV|VF:4|2MS,V,أَنذَرَ,840,6,51,1
17036,فقل,قُلْ,قول,IMPV|VF:1|2MS,V,قالَ,843,6,54,6
17064,قل,قُلْ,قول,IMPV|VF:1|2MS,V,قالَ,845,6,56,1
17074,قل,قُل,قول,IMPV|VF:1|2MS,V,قالَ,845,6,56,11
17085,قل,قُلْ,قول,IMPV|VF:1|2MS,V,قالَ,846,6,57,1
17107,قل,قُل,قول,IMPV|VF:1|2MS,V,قالَ,847,6,58,1
17203,قل,قُلْ,قول,IMPV|VF:1|2MS,V,قالَ,852,6,63,1
17220,قل,قُلِ,قول,IMPV|VF:1|2MS,V,قالَ,853,6,64,1
17230,قل,قُلْ,قول,IMPV|VF:1|2MS,V,قالَ,854,6,65,1
17251,انظر,ٱنظُرْ,نظر,IMPV|VF:1|2MS,V,نَظَرَ,854,6,65,22
17262,قل,قُل,قول,IMPV|VF:1|2MS,V,قالَ,855,6,66,6
17277,فاعرض,أَعْرِضْ,عرض,IMPV|VF:4|2MS,V,أَعْرَضَ,857,6,68,7
17306,وذر,ذَرِ,وذر,IMPV|VF:1|2MS,V,يَذَرَ,859,6,70,1
17315,وذكر,ذَكِّرْ,ذكر,IMPV|VF:2|2MS,V,ذُكِّرَ,859,6,70,10
17351,قل,قُلْ,قول,IMPV|VF:1|2MS,V,قالَ,860,6,71,1
17379,ائتنا,ٱئْتِ,أتي,IMPV|VF:1|2MS,V,أَتَى,860,6,71,29
17380,قل,قُلْ,قول,IMPV|VF:1|2MS,V,قالَ,860,6,71,30
17391,اقيموا,أَقِيمُ,قوم,IMPV|VF:4|2MP,V,أَقامَ,861,6,72,2
17393,واتقوه,ٱتَّقُ,وقي,IMPV|VF:8|2MP,V,اتَّقَى,861,6,72,4
17406,كن,كُن,كون,IMPV|VF:1|2MS,V,كانَ,862,6,73,9
17662,اقتده,ٱقْتَدِهْ,قدو,IMPV|VF:8|2MS,V,اقْتَدِهْ,879,6,90,6
17663,قل,قُل,قول,IMPV|VF:1|2MS,V,قالَ,879,6,90,7
17687,قل,قُلْ,قول,IMPV|VF:1|2MS,V,قالَ,880,6,91,15
17710,قل,قُلِ,قول,IMPV|VF:1|2MS,V,قالَ,880,6,91,38
17713,ذرهم,ذَرْ,وذر,IMPV|VF:1|2MS,V,يَذَرَ,880,6,91,41
17771,اخرجوا,أَخْرِجُ,خرج,IMPV|VF:4|2MP,V,أَخْرَجَ,882,6,93,33
17907,انظروا,ٱنظُرُ,نظر,IMPV|VF:1|2MP,V,نَظَرَ,888,6,99,33
17962,فاعبدوه,ٱعْبُدُ,عبد,IMPV|VF:1|2MP,V,عَبَدَ,891,6,102,11
18000,اتبع,ٱتَّبِعْ,تبع,IMPV|VF:8|2MS,V,اتَّبَعَ,895,6,106,1
18010,واعرض,أَعْرِضْ,عرض,IMPV|VF:4|2MS,V,أَعْرَضَ,895,6,106,11
18060,قل,قُلْ,قول,IMPV|VF:1|2MS,V,قالَ,898,6,109,10
18127,فذرهم,ذَرْ,وذر,IMPV|VF:1|2MS,V,يَذَرَ,901,6,112,21
18205,فكلوا,كُلُ,أكل,IMPV|VF:1|2MP,V,أَكَلَ,907,6,118,1
18245,وذروا,ذَرُ,وذر,IMPV|VF:1|2MP,V,يَذَرَ,909,6,120,1
18506,قل,قُلْ,قول,IMPV|VF:1|2MS,V,قالَ,924,6,135,1
18508,اعملوا,ٱعْمَلُ,عمل,IMPV|VF:1|2MP,V,عَمِلَ,924,6,135,3
18572,فذرهم,ذَرْ,وذر,IMPV|VF:1|2MS,V,يَذَرَ,926,6,137,18
18659,كلوا,كُلُ,أكل,IMPV|VF:1|2MP,V,أَكَلَ,930,6,141,17
18664,واتوا,ءَاتُ,أتي,IMPV|VF:4|2MP,V,آتَى,930,6,141,22
18678,كلوا,كُلُ,أكل,IMPV|VF:1|2MP,V,أَكَلَ,931,6,142,5
18698,قل,قُلْ,قول,IMPV|VF:1|2MS,V,قالَ,932,6,143,9
